cik	formtype	companyname	filingdate	url
2070	10-K	ACME ELECTRIC	1998-09-28	https://www.sec.gov/Archives/edgar/data/2070/0000002070-98-000034.txt
2070	10-K	ACME ELECTRIC	1996-09-27	https://www.sec.gov/Archives/edgar/data/2070/0000002070-96-000011.txt
2070	10-K	ACME ELECTRIC	1995-09-28	https://www.sec.gov/Archives/edgar/data/2070/0000002070-95-000017.txt
2070	10-K	ACME ELECTRIC	1997-09-26	https://www.sec.gov/Archives/edgar/data/2070/0000002070-97-000068.txt
2070	10-K405	ACME ELECTRIC	1999-09-28	https://www.sec.gov/Archives/edgar/data/2070/0000002070-99-000030.txt
2070	10-K	ACME ELECTRIC	2000-09-29	https://www.sec.gov/Archives/edgar/data/2070/0000941157-00-500008.txt
2186	10-K	RELM WIRELESS	1998-04-15	https://www.sec.gov/Archives/edgar/data/2186/0000950115-98-000727.txt
2186	10-K	RELM WIRELESS	2004-03-19	https://www.sec.gov/Archives/edgar/data/2186/0001116502-04-000629.txt
2186	10-K	RELM WIRELESS	2006-03-14	https://www.sec.gov/Archives/edgar/data/2186/0001116502-06-000549.txt
2186	10-K	RELM WIRELESS	2015-03-04	https://www.sec.gov/Archives/edgar/data/2186/0001354488-15-000960.txt
2186	10-K	ADAGE	1996-04-01	https://www.sec.gov/Archives/edgar/data/2186/0000950115-96-000322.txt
2186	10-K	RELM WIRELESS	2010-03-04	https://www.sec.gov/Archives/edgar/data/2186/0001116502-10-000192.txt
2186	10-K	RELM WIRELESS	2003-04-11	https://www.sec.gov/Archives/edgar/data/2186/0001116502-03-000641.txt
2186	10-K	RELM WIRELESS	2011-03-02	https://www.sec.gov/Archives/edgar/data/2186/0001354488-11-000702.txt
2186	10-K405	ADAGE	1997-04-15	https://www.sec.gov/Archives/edgar/data/2186/0000950115-97-000576.txt
2186	10-K405	RELM WIRELESS	1999-03-31	https://www.sec.gov/Archives/edgar/data/2186/0000950115-99-000457.txt
2186	10-K	RELM WIRELESS	2009-03-09	https://www.sec.gov/Archives/edgar/data/2186/0001116502-09-000348.txt
2186	10-K	RELM WIRELESS	2005-03-25	https://www.sec.gov/Archives/edgar/data/2186/0001116502-05-000524.txt
2186	10-K	RELM WIRELESS	2013-03-05	https://www.sec.gov/Archives/edgar/data/2186/0001354488-13-000998.txt
2186	10-K	RELM WIRELESS	2012-03-06	https://www.sec.gov/Archives/edgar/data/2186/0001354488-12-001013.txt
2186	10-K405	RELM WIRELESS	2000-03-30	https://www.sec.gov/Archives/edgar/data/2186/0000950115-00-000461.txt
2186	10-K	RELM WIRELESS	2008-03-05	https://www.sec.gov/Archives/edgar/data/2186/0001116502-08-000360.txt
2186	10-K	RELM WIRELESS	2007-03-07	https://www.sec.gov/Archives/edgar/data/2186/0001116502-07-000444.txt
2186	10-K405	RELM WIRELESS	2002-03-25	https://www.sec.gov/Archives/edgar/data/2186/0001116502-02-000331.txt
2186	10-K	RELM WIRELESS	2014-03-05	https://www.sec.gov/Archives/edgar/data/2186/0001354488-14-001005.txt
2186	10-K	RELM WIRELESS	2016-03-02	https://www.sec.gov/Archives/edgar/data/2186/0001354488-16-006435.txt
2186	10-K405	RELM WIRELESS	2001-04-02	https://www.sec.gov/Archives/edgar/data/2186/0001021408-01-001990.txt
2488	10-K405	ADVANCED MICRO DEVICES	1998-03-03	https://www.sec.gov/Archives/edgar/data/2488/0001012870-98-000595.txt
2488	10-K	ADVANCED MICRO DEVICES	1999-03-29	https://www.sec.gov/Archives/edgar/data/2488/0001012870-99-000892.txt
2488	10-K405	ADVANCED MICRO DEVICES	2001-03-20	https://www.sec.gov/Archives/edgar/data/2488/0001012870-01-001228.txt
2488	10-K	ADVANCED MICRO DEVICES	2010-02-19	https://www.sec.gov/Archives/edgar/data/2488/0001193125-10-035218.txt
2488	10-K	ADVANCED MICRO DEVICES	2009-02-24	https://www.sec.gov/Archives/edgar/data/2488/0001193125-09-036235.txt
2488	10-K405	ADVANCED MICRO DEVICES	1996-03-21	https://www.sec.gov/Archives/edgar/data/2488/0000898430-96-000902.txt
2488	10-K	ADVANCED MICRO DEVICES	2003-03-14	https://www.sec.gov/Archives/edgar/data/2488/0001012870-03-001181.txt
2488	10-K	ADVANCED MICRO DEVICES	1997-03-20	https://www.sec.gov/Archives/edgar/data/2488/0001012870-97-000533.txt
2488	10-K	ADVANCED MICRO DEVICES	2005-03-01	https://www.sec.gov/Archives/edgar/data/2488/0001193125-05-039876.txt
2488	10-K	ADVANCED MICRO DEVICES	2002-03-07	https://www.sec.gov/Archives/edgar/data/2488/0001012870-02-001071.txt
2488	10-K	ADVANCED MICRO DEVICES	2011-02-18	https://www.sec.gov/Archives/edgar/data/2488/0001193125-11-040392.txt
2488	10-K	ADVANCED MICRO DEVICES	2016-02-18	https://www.sec.gov/Archives/edgar/data/2488/0000002488-16-000111.txt
2488	10-K	ADVANCED MICRO DEVICES	2006-02-27	https://www.sec.gov/Archives/edgar/data/2488/0001193125-06-040130.txt
2488	10-K	ADVANCED MICRO DEVICES	1995-03-07	https://www.sec.gov/Archives/edgar/data/2488/0000950131-95-000530.txt
2488	10-K405	ADVANCED MICRO DEVICES	2000-03-21	https://www.sec.gov/Archives/edgar/data/2488/0001012870-00-001494.txt
2488	10-K	ADVANCED MICRO DEVICES	2008-02-26	https://www.sec.gov/Archives/edgar/data/2488/0001193125-08-038588.txt
2488	10-K	ADVANCED MICRO DEVICES	2012-02-24	https://www.sec.gov/Archives/edgar/data/2488/0001193125-12-075837.txt
2488	10-K	ADVANCED MICRO DEVICES	2004-03-09	https://www.sec.gov/Archives/edgar/data/2488/0001193125-04-037179.txt
2488	10-K	ADVANCED MICRO DEVICES	2014-02-18	https://www.sec.gov/Archives/edgar/data/2488/0001193125-14-057240.txt
2488	10-K	ADVANCED MICRO DEVICES	2007-03-01	https://www.sec.gov/Archives/edgar/data/2488/0001193125-07-044191.txt
2488	10-K	ADVANCED MICRO DEVICES	1994-03-07	https://www.sec.gov/Archives/edgar/data/2488/0000891618-94-000068.txt
2488	10-K	ADVANCED MICRO DEVICES	2015-02-19	https://www.sec.gov/Archives/edgar/data/2488/0001193125-15-054362.txt
2488	10-K	ADVANCED MICRO DEVICES	2013-02-21	https://www.sec.gov/Archives/edgar/data/2488/0001193125-13-069422.txt
2601	10-K	AEROFLEX	2001-09-28	https://www.sec.gov/Archives/edgar/data/2601/0000950117-01-501307.txt
2601	10-K	AEROFLEX	2000-09-28	https://www.sec.gov/Archives/edgar/data/2601/0000932214-00-000160.txt
2601	10-K	AEROFLEX	2010-09-02	https://www.sec.gov/Archives/edgar/data/2601/0001104659-10-047121.txt
2601	10-K	AEROFLEX	2004-09-13	https://www.sec.gov/Archives/edgar/data/2601/0001047469-04-028585.txt
2601	10-K	AEROFLEX	2009-09-02	https://www.sec.gov/Archives/edgar/data/2601/0001144204-09-046933.txt
2601	10-K	AEROFLEX	1996-09-20	https://www.sec.gov/Archives/edgar/data/2601/0000002601-96-000012.txt
2601	10-K	AEROFLEX	2006-09-13	https://www.sec.gov/Archives/edgar/data/2601/0001104659-06-060737.txt
2601	10-K	AEROFLEX	1998-09-28	https://www.sec.gov/Archives/edgar/data/2601/0000002601-98-000008.txt
2601	10-K	AEROFLEX	2005-09-13	https://www.sec.gov/Archives/edgar/data/2601/0001047469-05-022854.txt
2601	10-K	AEROFLEX	2002-09-30	https://www.sec.gov/Archives/edgar/data/2601/0000950117-02-002342.txt
2601	10-K	AEROFLEX	1997-09-26	https://www.sec.gov/Archives/edgar/data/2601/0000002601-97-000020.txt
2601	10-K	AEROFLEX	2003-09-29	https://www.sec.gov/Archives/edgar/data/2601/0001047469-03-031974.txt
2601	10-K	AEROFLEX	1995-09-28	https://www.sec.gov/Archives/edgar/data/2601/0000002601-95-000017.txt
2601	10-K	AEROFLEX	1999-09-28	https://www.sec.gov/Archives/edgar/data/2601/0000002601-99-000011.txt
4127	10-K	SKYWORKS SOLUTIONS	2002-07-01	https://www.sec.gov/Archives/edgar/data/4127/0000950135-02-003198.txt
4127	10-K	SKYWORKS SOLUTIONS	2010-11-29	https://www.sec.gov/Archives/edgar/data/4127/0000950123-10-109435.txt
4127	10-K	ALPHA INDUSTRIES	2001-06-29	https://www.sec.gov/Archives/edgar/data/4127/0000950135-01-501847.txt
4127	10-K	SKYWORKS SOLUTIONS	2009-11-30	https://www.sec.gov/Archives/edgar/data/4127/0000950123-09-066947.txt
4127	10-K	SKYWORKS SOLUTIONS,	2011-11-28	https://www.sec.gov/Archives/edgar/data/4127/0000004127-11-000015.txt
4127	10-K	SKYWORKS SOLUTIONS	2008-12-02	https://www.sec.gov/Archives/edgar/data/4127/0000892569-08-001542.txt
4127	10-K	SKYWORKS SOLUTIONS,	2014-11-25	https://www.sec.gov/Archives/edgar/data/4127/0000004127-14-000046.txt
4127	10-K	SKYWORKS SOLUTIONS	2005-12-14	https://www.sec.gov/Archives/edgar/data/4127/0000892569-05-001238.txt
4127	10-K	SKYWORKS SOLUTIONS	2004-12-13	https://www.sec.gov/Archives/edgar/data/4127/0000004127-04-000082.txt
4127	10-K	SKYWORKS SOLUTIONS,	2016-11-22	https://www.sec.gov/Archives/edgar/data/4127/0000004127-16-000068.txt
4127	10-K	SKYWORKS SOLUTIONS,	2015-11-24	https://www.sec.gov/Archives/edgar/data/4127/0000004127-15-000037.txt
4127	10-K405	ALPHA INDUSTRIES	1998-06-25	https://www.sec.gov/Archives/edgar/data/4127/0000927016-98-002518.txt
4127	10-K405	ALPHA INDUSTRIES	1997-06-27	https://www.sec.gov/Archives/edgar/data/4127/0000927016-97-001814.txt
4127	10-K405	ALPHA INDUSTRIES	2000-06-30	https://www.sec.gov/Archives/edgar/data/4127/0000950135-00-003477.txt
4127	10-K	SKYWORKS SOLUTIONS,	2012-11-21	https://www.sec.gov/Archives/edgar/data/4127/0000004127-12-000042.txt
4127	10-K	SKYWORKS SOLUTIONS	2007-11-27	https://www.sec.gov/Archives/edgar/data/4127/0000892569-07-001468.txt
4127	10-K405	ALPHA INDUSTRIES	1995-06-30	https://www.sec.gov/Archives/edgar/data/4127/0000950135-95-001444.txt
4127	10-K	SKYWORKS SOLUTIONS,	2013-11-18	https://www.sec.gov/Archives/edgar/data/4127/0000004127-13-000056.txt
4127	10-K	ALPHA INDUSTRIES	1996-07-01	https://www.sec.gov/Archives/edgar/data/4127/0000927016-96-000491.txt
4127	10-K405	ALPHA INDUSTRIES	1999-06-25	https://www.sec.gov/Archives/edgar/data/4127/0000950135-99-003292.txt
4127	10-K	SKYWORKS SOLUTIONS	2006-12-13	https://www.sec.gov/Archives/edgar/data/4127/0000892569-06-001446.txt
4127	10-K	SKYWORKS SOLUTIONS	2003-12-22	https://www.sec.gov/Archives/edgar/data/4127/0000004127-03-000048.txt
4127	10-K	SKYWORKS SOLUTIONS	2002-12-23	https://www.sec.gov/Archives/edgar/data/4127/0000950135-02-005681.txt
6164	10-K	AMP	1998-03-30	https://www.sec.gov/Archives/edgar/data/6164/0000006164-98-000008.txt
6164	10-K	AMP	1997-03-27	https://www.sec.gov/Archives/edgar/data/6164/0000006164-97-000012.txt
6164	10-K	AMP	1995-03-30	https://www.sec.gov/Archives/edgar/data/6164/0000006164-95-000014.txt
6164	10-K	AMP	1999-03-26	https://www.sec.gov/Archives/edgar/data/6164/0000006164-99-000004.txt
6164	10-K	AMP	1996-03-29	https://www.sec.gov/Archives/edgar/data/6164/0000006164-96-000012.txt
6164	10-K	AMP	1994-03-31	https://www.sec.gov/Archives/edgar/data/6164/0000006164-94-000008.txt
6281	10-K	ANALOG DEVICES	2003-12-23	https://www.sec.gov/Archives/edgar/data/6281/0000950135-03-006138.txt
6281	10-K	ANALOG DEVICES	2004-11-30	https://www.sec.gov/Archives/edgar/data/6281/0000950135-04-005529.txt
6281	10-K	ANALOG DEVICES	1999-01-28	https://www.sec.gov/Archives/edgar/data/6281/0000950135-99-000361.txt
6281	10-K	ANALOG DEVICES	2012-11-27	https://www.sec.gov/Archives/edgar/data/6281/0000006281-12-000010.txt
6281	10-K405	ANALOG DEVICES	1996-01-26	https://www.sec.gov/Archives/edgar/data/6281/0000950135-96-000224.txt
6281	10-K	ANALOG DEVICES	2009-11-24	https://www.sec.gov/Archives/edgar/data/6281/0000950123-09-065635.txt
6281	10-K	ANALOG DEVICES	2013-11-26	https://www.sec.gov/Archives/edgar/data/6281/0000006281-13-000040.txt
6281	10-K	ANALOG DEVICES	2016-11-22	https://www.sec.gov/Archives/edgar/data/6281/0000006281-16-000097.txt
6281	10-K	ANALOG DEVICES	2001-01-26	https://www.sec.gov/Archives/edgar/data/6281/0000950135-01-000177.txt
6281	10-K	ANALOG DEVICES	2005-11-21	https://www.sec.gov/Archives/edgar/data/6281/0000950135-05-006610.txt
6281	10-K	ANALOG DEVICES	1998-01-28	https://www.sec.gov/Archives/edgar/data/6281/0000950135-98-000301.txt
6281	10-K	ANALOG DEVICES	1995-01-24	https://www.sec.gov/Archives/edgar/data/6281/0000950135-95-000029.txt
6281	10-K	ANALOG DEVICES	2008-11-25	https://www.sec.gov/Archives/edgar/data/6281/0000950135-08-007596.txt
6281	10-K	ANALOG DEVICES	2000-01-28	https://www.sec.gov/Archives/edgar/data/6281/0000950135-00-000300.txt
6281	10-K	ANALOG DEVICES	2011-11-22	https://www.sec.gov/Archives/edgar/data/6281/0000950123-11-099928.txt
6281	10-K	ANALOG DEVICES	2015-11-24	https://www.sec.gov/Archives/edgar/data/6281/0000006281-15-000044.txt
6281	10-K	ANALOG DEVICES	2007-11-30	https://www.sec.gov/Archives/edgar/data/6281/0000950135-07-007253.txt
6281	10-K	ANALOG DEVICES	2006-11-20	https://www.sec.gov/Archives/edgar/data/6281/0000950135-06-007047.txt
6281	10-K	ANALOG DEVICES	1997-01-29	https://www.sec.gov/Archives/edgar/data/6281/0000950135-97-000278.txt
6281	10-K	ANALOG DEVICES	2010-11-22	https://www.sec.gov/Archives/edgar/data/6281/0000950123-10-107816.txt
6281	10-K	ANALOG DEVICES	2002-01-28	https://www.sec.gov/Archives/edgar/data/6281/0000950135-02-000307.txt
6281	10-K	ANALOG DEVICES	2014-12-10	https://www.sec.gov/Archives/edgar/data/6281/0000006281-14-000039.txt
6281	10-K	ANALOG DEVICES	2003-01-29	https://www.sec.gov/Archives/edgar/data/6281/0000950135-03-000473.txt
6314	10-K	ANAREN MICROWAVE	1995-09-28	https://www.sec.gov/Archives/edgar/data/6314/0000891092-95-000167.txt
6314	10-K	ANAREN MICROWAVE	1997-09-26	https://www.sec.gov/Archives/edgar/data/6314/0000891092-97-000375.txt
6314	10-K	ANAREN	2004-09-01	https://www.sec.gov/Archives/edgar/data/6314/0000891092-04-004323.txt
6314	10-K	ANAREN	2009-09-14	https://www.sec.gov/Archives/edgar/data/6314/0000891092-09-003553.txt
6314	10-K	ANAREN	2007-09-28	https://www.sec.gov/Archives/edgar/data/6314/0000891092-07-004187.txt
6314	10-K	ANAREN MICROWAVE	1996-09-27	https://www.sec.gov/Archives/edgar/data/6314/0000891092-96-000180.txt
6314	10-K	ANAREN	2008-09-15	https://www.sec.gov/Archives/edgar/data/6314/0000891092-08-004543.txt
6314	10-K	ANAREN	2006-09-06	https://www.sec.gov/Archives/edgar/data/6314/0000891092-06-002541.txt
6314	10-K	ANAREN	2005-09-12	https://www.sec.gov/Archives/edgar/data/6314/0000891092-05-001757.txt
6314	10-K	ANAREN MICROWAVE	1998-09-28	https://www.sec.gov/Archives/edgar/data/6314/0000891092-98-000347.txt
6314	10-K	ANAREN	2012-08-09	https://www.sec.gov/Archives/edgar/data/6314/0001437749-12-008058.txt
6314	10-K	ANAREN MICROWAVE	2000-09-28	https://www.sec.gov/Archives/edgar/data/6314/0000891092-00-000860.txt
6314	10-K	ANAREN	2003-08-28	https://www.sec.gov/Archives/edgar/data/6314/0000891092-03-002312.txt
6314	10-K	ANAREN	2010-08-13	https://www.sec.gov/Archives/edgar/data/6314/0000891092-10-003435.txt
6314	10-K	ANAREN MICROWAVE	1999-09-27	https://www.sec.gov/Archives/edgar/data/6314/0000891092-99-000564.txt
6314	10-K	ANAREN	2011-08-12	https://www.sec.gov/Archives/edgar/data/6314/0001437749-11-005865.txt
6314	10-K	ANAREN	2013-08-12	https://www.sec.gov/Archives/edgar/data/6314/0001437749-13-010440.txt
6314	10-K	ANAREN MICROWAVE	2002-08-07	https://www.sec.gov/Archives/edgar/data/6314/0000891092-02-000929.txt
6314	10-K	ANAREN MICROWAVE	2001-09-19	https://www.sec.gov/Archives/edgar/data/6314/0000891092-01-500650.txt
6383	10-K	MOSCOW CABLECOM	2004-06-16	https://www.sec.gov/Archives/edgar/data/6383/0000006383-04-000015.txt
6383	10-K	ANDERSEN GROUP	1996-05-29	https://www.sec.gov/Archives/edgar/data/6383/0000950146-96-000886.txt
6383	10-K	ANDERSEN GROUP	2001-05-29	https://www.sec.gov/Archives/edgar/data/6383/0000006383-01-500012.txt
6383	10-K	ANDERSEN GROUP	1999-05-25	https://www.sec.gov/Archives/edgar/data/6383/0000006383-99-000044.txt
6383	10-K	MOSCOW CABLECOM	2006-04-27	https://www.sec.gov/Archives/edgar/data/6383/0001193125-06-090352.txt
6383	10-K	MOSCOW CABLECOM	2005-03-31	https://www.sec.gov/Archives/edgar/data/6383/0000006383-05-000013.txt
6383	10-K	MOSCOW CABLECOM	2007-05-04	https://www.sec.gov/Archives/edgar/data/6383/0001193125-07-102754.txt
6383	10-K	ANDERSEN GROUP	1998-05-29	https://www.sec.gov/Archives/edgar/data/6383/0000006383-98-000020.txt
6383	10-K	ANDERSEN GROUP	2003-05-29	https://www.sec.gov/Archives/edgar/data/6383/0000006383-03-000033.txt
6383	10-K	ANDERSEN GROUP	1997-05-29	https://www.sec.gov/Archives/edgar/data/6383/0000006383-97-000016.txt
6383	10-K	ANDERSEN GROUP	1995-05-26	https://www.sec.gov/Archives/edgar/data/6383/0000950109-95-002080.txt
6383	10-K	ANDERSEN GROUP	2000-05-30	https://www.sec.gov/Archives/edgar/data/6383/0000006383-00-000016.txt
6383	10-K	ANDERSEN GROUP	2002-05-29	https://www.sec.gov/Archives/edgar/data/6383/0000006383-02-000027.txt
6494	10-K	ANDREA ELECTRONICS	1996-04-01	https://www.sec.gov/Archives/edgar/data/6494/0000905148-96-000241.txt
6494	10-K	ANDREA ELECTRONICS	2013-03-29	https://www.sec.gov/Archives/edgar/data/6494/0001145443-13-000876.txt
6494	10-K	ANDREA ELECTRONICS	2002-04-01	https://www.sec.gov/Archives/edgar/data/6494/0000928385-02-001212.txt
6494	10-K	ANDREA ELECTRONICS	2012-03-23	https://www.sec.gov/Archives/edgar/data/6494/0001145443-12-000257.txt
6494	10-K	ANDREA ELECTRONICS	2015-03-30	https://www.sec.gov/Archives/edgar/data/6494/0001145443-15-000491.txt
6494	10-K	ANDREA ELECTRONICS	1999-03-31	https://www.sec.gov/Archives/edgar/data/6494/0000905148-99-000728.txt
6494	10-K	ANDREA ELECTRONICS	2014-03-25	https://www.sec.gov/Archives/edgar/data/6494/0001145443-14-000358.txt
6494	10-K	ANDREA ELECTRONICS	2011-03-17	https://www.sec.gov/Archives/edgar/data/6494/0001145443-11-000339.txt
6494	10-K	ANDREA ELECTRONICS	1998-03-31	https://www.sec.gov/Archives/edgar/data/6494/0000905148-98-000618.txt
6494	10-K	ANDREA ELECTRONICS	1997-03-31	https://www.sec.gov/Archives/edgar/data/6494/0000905148-97-000476.txt
6494	10-K	ANDREA ELECTRONICS	2010-03-16	https://www.sec.gov/Archives/edgar/data/6494/0001157523-10-001600.txt
6494	10-K	ANDREA ELECTRONICS	2009-03-31	https://www.sec.gov/Archives/edgar/data/6494/0001157523-09-002440.txt
6494	10-K	ANDREA ELECTRONICS	2003-04-15	https://www.sec.gov/Archives/edgar/data/6494/0000928385-03-001159.txt
6494	10-K	ANDREA ELECTRONICS	2000-03-08	https://www.sec.gov/Archives/edgar/data/6494/0000905148-00-000540.txt
6494	10-K	ANDREA ELECTRONICS	2016-03-29	https://www.sec.gov/Archives/edgar/data/6494/0001206774-16-005177.txt
6494	10-K	ANDREA ELECTRONICS	2001-03-30	https://www.sec.gov/Archives/edgar/data/6494/0000905148-01-000830.txt
6955	10-K	ACTUANT	2012-10-26	https://www.sec.gov/Archives/edgar/data/6955/0001193125-12-437816.txt
6955	10-K	ACTUANT	2011-10-28	https://www.sec.gov/Archives/edgar/data/6955/0001193125-11-285382.txt
6955	10-K	ACTUANT	2015-10-28	https://www.sec.gov/Archives/edgar/data/6955/0000006955-15-000046.txt
6955	10-K	APPLIED POWER	1999-12-06	https://www.sec.gov/Archives/edgar/data/6955/0000950131-99-006556.txt
6955	10-K	ACTUANT	2016-10-28	https://www.sec.gov/Archives/edgar/data/6955/0000006955-16-000084.txt
6955	10-K	ACTUANT	2006-11-29	https://www.sec.gov/Archives/edgar/data/6955/0001193125-06-243784.txt
6955	10-K	ACTUANT	2001-11-06	https://www.sec.gov/Archives/edgar/data/6955/0000950131-01-503986.txt
6955	10-K	ACTUANT	2007-10-30	https://www.sec.gov/Archives/edgar/data/6955/0001193125-07-229345.txt
6955	10-K	APPLIED POWER	1995-11-16	https://www.sec.gov/Archives/edgar/data/6955/0000950124-95-003836.txt
6955	10-K	ACTUANT	2002-11-18	https://www.sec.gov/Archives/edgar/data/6955/0000950131-02-004523.txt
6955	10-K	ACTUANT	2009-10-28	https://www.sec.gov/Archives/edgar/data/6955/0001193125-09-216254.txt
6955	10-K	ACTUANT	2010-10-28	https://www.sec.gov/Archives/edgar/data/6955/0001193125-10-239211.txt
6955	10-K	ACTUANT	2005-11-10	https://www.sec.gov/Archives/edgar/data/6955/0001193125-05-222624.txt
6955	10-K	ACTUANT	2004-10-29	https://www.sec.gov/Archives/edgar/data/6955/0001193125-04-181607.txt
6955	10-K405	APPLIED POWER	1996-11-15	https://www.sec.gov/Archives/edgar/data/6955/0000950124-96-005128.txt
6955	10-K	ACTUANT	2003-10-24	https://www.sec.gov/Archives/edgar/data/6955/0001193125-03-066628.txt
6955	10-K	ACTUANT	2013-10-25	https://www.sec.gov/Archives/edgar/data/6955/0000006955-13-000013.txt
6955	10-K	APPLIED POWER	1997-11-14	https://www.sec.gov/Archives/edgar/data/6955/0000950131-97-006854.txt
6955	10-K	ACTUANT	2008-10-29	https://www.sec.gov/Archives/edgar/data/6955/0001193125-08-219025.txt
6955	10-K	APPLIED POWER	1998-11-20	https://www.sec.gov/Archives/edgar/data/6955/0000950131-98-006204.txt
6955	10-K	APPLIED POWER	1994-11-17	https://www.sec.gov/Archives/edgar/data/6955/0000950124-94-001757.txt
6955	10-K	ACTUANT	2014-10-27	https://www.sec.gov/Archives/edgar/data/6955/0000006955-14-000017.txt
6955	10-K405	APPLIED POWER	2000-11-27	https://www.sec.gov/Archives/edgar/data/6955/0000950131-00-006575.txt
8063	10-K	ASTRONICS	1998-03-27	https://www.sec.gov/Archives/edgar/data/8063/0000904802-98-000029.txt
8063	10-K	ASTRONICS	2010-03-01	https://www.sec.gov/Archives/edgar/data/8063/0000950123-10-019152.txt
8063	10-K	ASTRONICS	2013-02-22	https://www.sec.gov/Archives/edgar/data/8063/0001193125-13-071168.txt
8063	10-K	ASTRONICS	1997-03-26	https://www.sec.gov/Archives/edgar/data/8063/0000904802-97-000016.txt
8063	10-K	ASTRONICS	2015-02-27	https://www.sec.gov/Archives/edgar/data/8063/0001193125-15-069887.txt
8063	10-K	ASTRONICS	2016-02-24	https://www.sec.gov/Archives/edgar/data/8063/0001628280-16-011645.txt
8063	10-K	ASTRONICS	2004-03-29	https://www.sec.gov/Archives/edgar/data/8063/0000899797-04-000097.txt
8063	10-K	ASTRONICS	2009-03-11	https://www.sec.gov/Archives/edgar/data/8063/0000950152-09-002488.txt
8063	10-K	ASTRONICS	2000-03-28	https://www.sec.gov/Archives/edgar/data/8063/0000941157-00-000016.txt
8063	10-K	ASTRONICS	2006-03-27	https://www.sec.gov/Archives/edgar/data/8063/0000950152-06-002556.txt
8063	10-K	ASTRONICS	2012-03-07	https://www.sec.gov/Archives/edgar/data/8063/0001193125-12-101055.txt
8063	10-K	ASTRONICS	2011-03-03	https://www.sec.gov/Archives/edgar/data/8063/0000950123-11-021474.txt
8063	10-K	ASTRONICS	2014-03-07	https://www.sec.gov/Archives/edgar/data/8063/0001193125-14-088997.txt
8063	10-K	ASTRONICS	2008-03-12	https://www.sec.gov/Archives/edgar/data/8063/0000950152-08-001882.txt
8063	10-K	ASTRONICS	2005-03-25	https://www.sec.gov/Archives/edgar/data/8063/0000899797-05-000104.txt
8063	10-K	ASTRONICS	2002-03-27	https://www.sec.gov/Archives/edgar/data/8063/0000899797-02-000053.txt
8063	10-K	ASTRONICS	2003-03-27	https://www.sec.gov/Archives/edgar/data/8063/0000899797-03-000139.txt
8063	10-K	ASTRONICS	2007-03-16	https://www.sec.gov/Archives/edgar/data/8063/0000950152-07-002216.txt
8063	10-K	ASTRONICS	2001-03-20	https://www.sec.gov/Archives/edgar/data/8063/0000899797-01-000044.txt
8063	10-K	ASTRONICS	1999-03-30	https://www.sec.gov/Archives/edgar/data/8063/0000904802-99-000025.txt
8462	10-K	AUGAT	1996-03-28	https://www.sec.gov/Archives/edgar/data/8462/0000950135-96-001517.txt
8462	10-K	AUGAT	1995-03-28	https://www.sec.gov/Archives/edgar/data/8462/0000950135-95-000779.txt
8462	10-K	AUGAT	1994-03-29	https://www.sec.gov/Archives/edgar/data/8462/0000950135-94-000207.txt
8947	10-K	AZTEC MANUFACTURING	1998-05-28	https://www.sec.gov/Archives/edgar/data/8947/0000930661-98-001284.txt
8947	10-K	AZZ	2012-05-10	https://www.sec.gov/Archives/edgar/data/8947/0001193125-12-225281.txt
8947	10-K	AZZ	2003-05-27	https://www.sec.gov/Archives/edgar/data/8947/0001193125-03-006649.txt
8947	10-K	AZTEC MANUFACTURING	1996-05-23	https://www.sec.gov/Archives/edgar/data/8947/0000930661-96-000513.txt
8947	10-K	AZTEC MANUFACTURING	1997-05-28	https://www.sec.gov/Archives/edgar/data/8947/0000930661-97-001423.txt
8947	10-K	AZZ	2010-05-12	https://www.sec.gov/Archives/edgar/data/8947/0000008947-10-000031.txt
8947	10-K	AZZ	2008-05-12	https://www.sec.gov/Archives/edgar/data/8947/0000008947-08-000006.txt
8947	10-K	AZZ	2011-05-12	https://www.sec.gov/Archives/edgar/data/8947/0000008947-11-000016.txt
8947	10-K405	AZTEC MANUFACTURING	2000-05-26	https://www.sec.gov/Archives/edgar/data/8947/0000930661-00-001435.txt
8947	10-K	AZZ	2015-04-22	https://www.sec.gov/Archives/edgar/data/8947/0000008947-15-000035.txt
8947	10-K	AZZ	2005-05-27	https://www.sec.gov/Archives/edgar/data/8947/0001193125-05-116167.txt
8947	10-K	AZZ	2014-04-28	https://www.sec.gov/Archives/edgar/data/8947/0000008947-14-000068.txt
8947	10-K	AZZ	2007-05-14	https://www.sec.gov/Archives/edgar/data/8947/0001193125-07-113151.txt
8947	10-K	AZZ	2016-04-21	https://www.sec.gov/Archives/edgar/data/8947/0000008947-16-000189.txt
8947	10-K405	AZZ	2001-05-25	https://www.sec.gov/Archives/edgar/data/8947/0000930661-01-500775.txt
8947	10-K	AZZ	2006-05-12	https://www.sec.gov/Archives/edgar/data/8947/0001193125-06-110998.txt
8947	10-K	AZZ	2002-05-24	https://www.sec.gov/Archives/edgar/data/8947/0000930661-02-001852.txt
8947	10-K	AZZ	2009-05-12	https://www.sec.gov/Archives/edgar/data/8947/0000008947-09-000033.txt
8947	10-K	AZZ	2013-04-29	https://www.sec.gov/Archives/edgar/data/8947/0000008947-13-000092.txt
8947	10-K405	AZTEC MANUFACTURING	1999-05-26	https://www.sec.gov/Archives/edgar/data/8947/0000930661-99-001323.txt
