cik	formtype	companyname	filingdate	url
45635	10-K	HARMON INDUSTRIES	1998-03-30	https://www.sec.gov/Archives/edgar/data/45635/0001047469-98-012314.txt
45635	10-K	HARMON INDUSTRIES	1996-04-01	https://www.sec.gov/Archives/edgar/data/45635/0000912057-96-005714.txt
45635	10-K	HARMON INDUSTRIES	2000-03-28	https://www.sec.gov/Archives/edgar/data/45635/0000912057-00-014041.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2004-03-24	https://www.sec.gov/Archives/edgar/data/46129/0001047469-04-009063.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2015-03-12	https://www.sec.gov/Archives/edgar/data/46129/0001047469-15-002052.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2008-03-14	https://www.sec.gov/Archives/edgar/data/46129/0001047469-08-002805.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2006-03-28	https://www.sec.gov/Archives/edgar/data/46129/0001047469-06-004124.txt
46129	10-K	HATHAWAY	1998-09-17	https://www.sec.gov/Archives/edgar/data/46129/0000927356-98-001527.txt
46129	10-K	HATHAWAY	2002-09-30	https://www.sec.gov/Archives/edgar/data/46129/0000912057-02-037241.txt
46129	10-K	HATHAWAY	1995-09-27	https://www.sec.gov/Archives/edgar/data/46129/0000950131-95-002690.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2016-03-09	https://www.sec.gov/Archives/edgar/data/46129/0001104659-16-103933.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2014-03-18	https://www.sec.gov/Archives/edgar/data/46129/0001047469-14-002566.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2013-03-11	https://www.sec.gov/Archives/edgar/data/46129/0001047469-13-002538.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2010-03-18	https://www.sec.gov/Archives/edgar/data/46129/0001047469-10-002406.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2005-03-28	https://www.sec.gov/Archives/edgar/data/46129/0001047469-05-007876.txt
46129	10-K	HATHAWAY	1996-09-20	https://www.sec.gov/Archives/edgar/data/46129/0000927356-96-000853.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2012-03-13	https://www.sec.gov/Archives/edgar/data/46129/0001047469-12-002529.txt
46129	10-K	HATHAWAY	1997-09-18	https://www.sec.gov/Archives/edgar/data/46129/0000927356-97-001089.txt
46129	10-K	HATHAWAY	2001-09-21	https://www.sec.gov/Archives/edgar/data/46129/0000912057-01-533025.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2007-03-20	https://www.sec.gov/Archives/edgar/data/46129/0001104659-07-020796.txt
46129	10-KT	ALLIED MOTION TECHNOLOGIES	2003-03-31	https://www.sec.gov/Archives/edgar/data/46129/0001047469-03-011364.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2009-03-19	https://www.sec.gov/Archives/edgar/data/46129/0001047469-09-002915.txt
46129	10-K	HATHAWAY	1999-09-23	https://www.sec.gov/Archives/edgar/data/46129/0000927356-99-001524.txt
46129	10-K	HATHAWAY	2000-09-21	https://www.sec.gov/Archives/edgar/data/46129/0000912057-00-042108.txt
46129	10-K	ALLIED MOTION TECHNOLOGIES	2011-03-18	https://www.sec.gov/Archives/edgar/data/46129/0001047469-11-002331.txt
46445	10-K	HMI INDUSTRIES	2001-12-21	https://www.sec.gov/Archives/edgar/data/46445/0000950152-01-506566.txt
46445	10-K	HMI INDUSTRIES	1997-12-31	https://www.sec.gov/Archives/edgar/data/46445/0000950152-97-008939.txt
46445	10-K	HMI INDUSTRIES	2000-12-22	https://www.sec.gov/Archives/edgar/data/46445/0000950152-00-008675.txt
46445	10-K405	HMI INDUSTRIES	1996-12-30	https://www.sec.gov/Archives/edgar/data/46445/0000950152-96-006940.txt
46445	10-K405	HMI INDUSTRIES	1999-12-08	https://www.sec.gov/Archives/edgar/data/46445/0000950152-99-009558.txt
46445	10-K	HMI INDUSTRIES	2004-02-23	https://www.sec.gov/Archives/edgar/data/46445/0000950152-04-001314.txt
46445	10-K	HMI INDUSTRIES	1998-12-23	https://www.sec.gov/Archives/edgar/data/46445/0000950152-98-009806.txt
46445	10-K405	HMI INDUSTRIES	1996-01-04	https://www.sec.gov/Archives/edgar/data/46445/0000950152-96-000018.txt
46445	10-K	HMI INDUSTRIES	2004-12-20	https://www.sec.gov/Archives/edgar/data/46445/0000950152-04-009070.txt
46445	10-K	HMI INDUSTRIES	2002-12-13	https://www.sec.gov/Archives/edgar/data/46445/0000950152-02-009279.txt
47035	10-K	HERLEY INDUSTRIES INC	1998-10-29	https://www.sec.gov/Archives/edgar/data/47035/0000047035-98-000016.txt
47035	10-K	HERLEY INDUSTRIES INC	2007-10-12	https://www.sec.gov/Archives/edgar/data/47035/0001201800-07-000169.txt
47035	10-K	HERLEY INDUSTRIES INC	2006-10-30	https://www.sec.gov/Archives/edgar/data/47035/0001201800-06-000242.txt
47035	10-K	HERLEY INDUSTRIES INC	1996-10-16	https://www.sec.gov/Archives/edgar/data/47035/0000047035-96-000014.txt
47035	10-K	HERLEY INDUSTRIES INC	2002-10-25	https://www.sec.gov/Archives/edgar/data/47035/0000047035-02-000006.txt
47035	10-K405	HERLEY INDUSTRIES INC	1997-11-03	https://www.sec.gov/Archives/edgar/data/47035/0000047035-97-000018.txt
47035	10-K	HERLEY INDUSTRIES INC	1995-10-25	https://www.sec.gov/Archives/edgar/data/47035/0000047035-95-000010.txt
47035	10-K	HERLEY INDUSTRIES INC	2008-10-21	https://www.sec.gov/Archives/edgar/data/47035/0001201800-08-000142.txt
47035	10-K	HERLEY INDUSTRIES INC	2010-10-14	https://www.sec.gov/Archives/edgar/data/47035/0001193125-10-229534.txt
47035	10-K	HERLEY INDUSTRIES INC	2004-10-15	https://www.sec.gov/Archives/edgar/data/47035/0000047035-04-000013.txt
47035	10-K	HERLEY INDUSTRIES INC	2003-10-31	https://www.sec.gov/Archives/edgar/data/47035/0000047035-03-000012.txt
47035	10-K405	HERLEY INDUSTRIES INC	2001-10-23	https://www.sec.gov/Archives/edgar/data/47035/0000047035-01-500012.txt
47035	10-K	HERLEY INDUSTRIES INC	2005-10-31	https://www.sec.gov/Archives/edgar/data/47035/0001201800-05-000299.txt
47035	10-K405	HERLEY INDUSTRIES INC	2000-10-25	https://www.sec.gov/Archives/edgar/data/47035/0000047035-00-000010.txt
47035	10-K	HERLEY INDUSTRIES INC	2009-10-19	https://www.sec.gov/Archives/edgar/data/47035/0001201800-09-000123.txt
47035	10-K405	HERLEY INDUSTRIES INC	1999-10-27	https://www.sec.gov/Archives/edgar/data/47035/0000047035-99-000015.txt
48898	10-K	HUBBELL	2005-03-09	https://www.sec.gov/Archives/edgar/data/48898/0000950123-05-002855.txt
48898	10-K405	HUBBELL	2000-03-27	https://www.sec.gov/Archives/edgar/data/48898/0000950123-00-002720.txt
48898	10-K	HUBBELL	2012-02-15	https://www.sec.gov/Archives/edgar/data/48898/0001308179-12-000024.txt
48898	10-K	HUBBELL	2013-02-13	https://www.sec.gov/Archives/edgar/data/48898/0001308179-13-000027.txt
48898	10-K	HUBBELL	1994-03-25	https://www.sec.gov/Archives/edgar/data/48898/0000950123-94-000598.txt
48898	10-K	HUBBELL	2009-02-20	https://www.sec.gov/Archives/edgar/data/48898/0000950123-09-003185.txt
48898	10-K	HUBBELL	2002-03-20	https://www.sec.gov/Archives/edgar/data/48898/0000950123-02-002711.txt
48898	10-K	HUBBELL	2004-03-05	https://www.sec.gov/Archives/edgar/data/48898/0000950123-04-002915.txt
48898	10-K	HUBBELL	2010-02-19	https://www.sec.gov/Archives/edgar/data/48898/0000950123-10-014554.txt
48898	10-K	HUBBELL	2008-02-25	https://www.sec.gov/Archives/edgar/data/48898/0000950123-08-002047.txt
48898	10-K	HUBBELL	2007-02-27	https://www.sec.gov/Archives/edgar/data/48898/0000950123-07-002818.txt
48898	10-K	HUBBELL	2006-03-08	https://www.sec.gov/Archives/edgar/data/48898/0000950123-06-002794.txt
48898	10-K405	HUBBELL	1998-03-25	https://www.sec.gov/Archives/edgar/data/48898/0000950123-98-002876.txt
48898	10-K	HUBBELL	2014-02-18	https://www.sec.gov/Archives/edgar/data/48898/0001308179-14-000038.txt
48898	10-K	HUBBELL	2003-03-24	https://www.sec.gov/Archives/edgar/data/48898/0000950123-03-003143.txt
48898	10-K	HUBBELL	1999-03-24	https://www.sec.gov/Archives/edgar/data/48898/0000950123-99-002453.txt
48898	10-K	HUBBELL	2015-02-19	https://www.sec.gov/Archives/edgar/data/48898/0001628280-15-000853.txt
48898	10-K405	HUBBELL	1997-03-27	https://www.sec.gov/Archives/edgar/data/48898/0000950123-97-002551.txt
48898	10-K405	HUBBELL	2001-03-27	https://www.sec.gov/Archives/edgar/data/48898/0000950123-01-002684.txt
48898	10-K405	HUBBELL	1996-03-27	https://www.sec.gov/Archives/edgar/data/48898/0000950123-96-001346.txt
48898	10-K405	HUBBELL	1995-03-24	https://www.sec.gov/Archives/edgar/data/48898/0000950123-95-000657.txt
48898	10-K	HUBBELL	2016-02-18	https://www.sec.gov/Archives/edgar/data/48898/0001628280-16-011342.txt
48898	10-K	HUBBELL	2011-02-16	https://www.sec.gov/Archives/edgar/data/48898/0000950123-11-014739.txt
50601	10-K	INNOVEX	2008-12-23	https://www.sec.gov/Archives/edgar/data/50601/0001157523-08-010077.txt
50601	10-K	INNOVEX	2001-12-14	https://www.sec.gov/Archives/edgar/data/50601/0000891554-01-506893.txt
50601	10-K	INNOVEX	1999-12-10	https://www.sec.gov/Archives/edgar/data/50601/0000897101-99-001159.txt
50601	10-K	INNOVEX	2002-12-10	https://www.sec.gov/Archives/edgar/data/50601/0001169232-02-003447.txt
50601	10-K	INNOVEX	1995-12-07	https://www.sec.gov/Archives/edgar/data/50601/0000897101-95-000459.txt
50601	10-K	INNOVEX	2006-12-08	https://www.sec.gov/Archives/edgar/data/50601/0001206774-06-002547.txt
50601	10-K405	INNOVEX	1997-12-22	https://www.sec.gov/Archives/edgar/data/50601/0000897101-97-001283.txt
50601	10-K	INNOVEX	2004-12-07	https://www.sec.gov/Archives/edgar/data/50601/0001206774-04-001710.txt
50601	10-K	INNOVEX	2007-12-14	https://www.sec.gov/Archives/edgar/data/50601/0001206774-07-002873.txt
50601	10-K	INNOVEX	1996-12-16	https://www.sec.gov/Archives/edgar/data/50601/0000897101-96-001077.txt
50601	10-K	INNOVEX	2005-12-09	https://www.sec.gov/Archives/edgar/data/50601/0001206774-05-001983.txt
50601	10-K	INNOVEX	2000-12-15	https://www.sec.gov/Archives/edgar/data/50601/0000897101-00-001190.txt
50601	10-K405	INNOVEX	1998-12-29	https://www.sec.gov/Archives/edgar/data/50601/0000897101-98-001250.txt
50601	10-K	INNOVEX	2003-12-15	https://www.sec.gov/Archives/edgar/data/50601/0001047469-03-040644.txt
50842	10-K	INTERPOINT CORP	1996-01-29	https://www.sec.gov/Archives/edgar/data/50842/0000891020-96-000041.txt
50863	10-K	INTEL	2006-02-27	https://www.sec.gov/Archives/edgar/data/50863/0000891618-06-000089.txt
50863	10-K	INTEL	2004-02-23	https://www.sec.gov/Archives/edgar/data/50863/0001193125-04-027430.txt
50863	10-K	INTEL	2005-02-22	https://www.sec.gov/Archives/edgar/data/50863/0001193125-05-033162.txt
50863	10-K	INTEL	2002-03-13	https://www.sec.gov/Archives/edgar/data/50863/0000912057-02-009698.txt
50863	10-K	INTEL	2008-02-20	https://www.sec.gov/Archives/edgar/data/50863/0000891618-08-000106.txt
50863	10-K	INTEL	2015-02-13	https://www.sec.gov/Archives/edgar/data/50863/0000050863-15-000015.txt
50863	10-K	INTEL	1996-03-29	https://www.sec.gov/Archives/edgar/data/50863/0000050863-96-000002.txt
50863	10-K	INTEL	1994-03-25	https://www.sec.gov/Archives/edgar/data/50863/0000891618-94-000087.txt
50863	10-K	INTEL	2011-02-18	https://www.sec.gov/Archives/edgar/data/50863/0000950123-11-015783.txt
50863	10-K	INTEL	2007-02-26	https://www.sec.gov/Archives/edgar/data/50863/0000891618-07-000111.txt
50863	10-K	INTEL	1999-03-26	https://www.sec.gov/Archives/edgar/data/50863/0001047469-99-011450.txt
50863	10-K	INTEL	2010-02-22	https://www.sec.gov/Archives/edgar/data/50863/0000950123-10-015237.txt
50863	10-K	INTEL	2001-03-13	https://www.sec.gov/Archives/edgar/data/50863/0000912057-01-503434.txt
50863	10-K	INTEL	1997-03-28	https://www.sec.gov/Archives/edgar/data/50863/0000050863-97-000020.txt
50863	10-K	INTEL	2009-02-23	https://www.sec.gov/Archives/edgar/data/50863/0000891618-09-000047.txt
50863	10-K	INTEL	2000-03-23	https://www.sec.gov/Archives/edgar/data/50863/0001012870-00-001562.txt
50863	10-K	INTEL	2016-02-12	https://www.sec.gov/Archives/edgar/data/50863/0000050863-16-000105.txt
50863	10-K	INTEL	2003-03-11	https://www.sec.gov/Archives/edgar/data/50863/0001047469-03-008257.txt
50863	10-K	INTEL	1998-03-27	https://www.sec.gov/Archives/edgar/data/50863/0000050863-98-000031.txt
50863	10-K	INTEL	1995-03-28	https://www.sec.gov/Archives/edgar/data/50863/0000050863-95-000004.txt
50863	10-K	INTEL	2013-02-19	https://www.sec.gov/Archives/edgar/data/50863/0001193125-13-065416.txt
50863	10-K	INTEL	2012-02-23	https://www.sec.gov/Archives/edgar/data/50863/0001193125-12-075534.txt
50863	10-K	INTEL	2014-02-14	https://www.sec.gov/Archives/edgar/data/50863/0000050863-14-000020.txt
54045	10-K	JOSLYN CORP	1994-03-28	https://www.sec.gov/Archives/edgar/data/54045/0000054045-94-000009.txt
54045	10-K	JOSLYN CORP	1995-05-03	https://www.sec.gov/Archives/edgar/data/54045/0000054045-95-000008.txt
55772	10-K405	KIMBALL INTERNATIONAL	2000-09-14	https://www.sec.gov/Archives/edgar/data/55772/0000055772-00-000004.txt
55772	10-K405	KIMBALL INTERNATIONAL	1997-09-15	https://www.sec.gov/Archives/edgar/data/55772/0000055772-97-000005.txt
55772	10-K	KIMBALL INTERNATIONAL	2003-09-05	https://www.sec.gov/Archives/edgar/data/55772/0000055772-03-000008.txt
55772	10-K	KIMBALL INTERNATIONAL	2010-08-30	https://www.sec.gov/Archives/edgar/data/55772/0000055772-10-000008.txt
55772	10-K	KIMBALL INTERNATIONAL	1994-09-21	https://www.sec.gov/Archives/edgar/data/55772/0000055772-94-000005.txt
55772	10-K	KIMBALL INTERNATIONAL	2014-08-27	https://www.sec.gov/Archives/edgar/data/55772/0000055772-14-000034.txt
55772	10-K	KIMBALL INTERNATIONAL	2013-08-26	https://www.sec.gov/Archives/edgar/data/55772/0000055772-13-000016.txt
55772	10-K405	KIMBALL INTERNATIONAL	2001-09-12	https://www.sec.gov/Archives/edgar/data/55772/0000055772-01-500010.txt
55772	10-K	KIMBALL INTERNATIONAL	2008-09-02	https://www.sec.gov/Archives/edgar/data/55772/0000055772-08-000010.txt
55772	10-K	KIMBALL INTERNATIONAL	2006-08-23	https://www.sec.gov/Archives/edgar/data/55772/0000055772-06-000008.txt
55772	10-K	KIMBALL INTERNATIONAL	2002-09-11	https://www.sec.gov/Archives/edgar/data/55772/0000055772-02-000009.txt
55772	10-K	KIMBALL INTERNATIONAL	2007-08-31	https://www.sec.gov/Archives/edgar/data/55772/0000055772-07-000013.txt
55772	10-K	KIMBALL INTERNATIONAL	2015-08-26	https://www.sec.gov/Archives/edgar/data/55772/0000055772-15-000026.txt
55772	10-K	KIMBALL INTERNATIONAL	2016-08-30	https://www.sec.gov/Archives/edgar/data/55772/0000055772-16-000064.txt
55772	10-K	KIMBALL INTERNATIONAL	2005-08-25	https://www.sec.gov/Archives/edgar/data/55772/0000055772-05-000011.txt
55772	10-K405	KIMBALL INTERNATIONAL	1999-09-20	https://www.sec.gov/Archives/edgar/data/55772/0000055772-99-000007.txt
55772	10-K	KIMBALL INTERNATIONAL	2012-08-27	https://www.sec.gov/Archives/edgar/data/55772/0000055772-12-000013.txt
55772	10-K	KIMBALL INTERNATIONAL	2004-08-27	https://www.sec.gov/Archives/edgar/data/55772/0000055772-04-000011.txt
55772	10-K405	KIMBALL INTERNATIONAL	1996-09-12	https://www.sec.gov/Archives/edgar/data/55772/0000055772-96-000008.txt
55772	10-K405	KIMBALL INTERNATIONAL	1998-09-09	https://www.sec.gov/Archives/edgar/data/55772/0000055772-98-000008.txt
55772	10-K	KIMBALL INTERNATIONAL	2011-08-29	https://www.sec.gov/Archives/edgar/data/55772/0000055772-11-000014.txt
55772	10-K	KIMBALL INTERNATIONAL	2009-08-31	https://www.sec.gov/Archives/edgar/data/55772/0000055772-09-000012.txt
55772	10-K405	KIMBALL INTERNATIONAL	1995-09-13	https://www.sec.gov/Archives/edgar/data/55772/0000055772-95-000003.txt
56583	10-K	KOLLMORGEN	1994-03-08	https://www.sec.gov/Archives/edgar/data/56583/0000056583-94-000003.txt
56583	10-K	KOLLMORGEN	1998-03-30	https://www.sec.gov/Archives/edgar/data/56583/0000927016-98-001244.txt
56583	10-K	KOLLMORGEN	1997-03-31	https://www.sec.gov/Archives/edgar/data/56583/0000056583-97-000010.txt
56583	10-K405	KOLLMORGEN	2000-03-30	https://www.sec.gov/Archives/edgar/data/56583/0000950130-00-001714.txt
56583	10-K	KOLLMORGEN	1995-03-22	https://www.sec.gov/Archives/edgar/data/56583/0000056583-95-000002.txt
56583	10-K	KOLLMORGEN	1996-03-28	https://www.sec.gov/Archives/edgar/data/56583/0000056583-96-000006.txt
56583	10-K	KOLLMORGEN	1999-03-25	https://www.sec.gov/Archives/edgar/data/56583/0000056583-99-000003.txt
56955	10-K405	KUHLMAN	1997-03-26	https://www.sec.gov/Archives/edgar/data/56955/0000950168-97-000691.txt
56955	10-K	KUHLMAN	1996-03-27	https://www.sec.gov/Archives/edgar/data/56955/0000912057-96-005282.txt
56955	10-K	KUHLMAN	1995-03-28	https://www.sec.gov/Archives/edgar/data/56955/0000912057-95-001811.txt
56955	10-K405	KUHLMAN	1998-03-30	https://www.sec.gov/Archives/edgar/data/56955/0000950168-98-000957.txt
57139	10-K405	LABARGE	2000-09-22	https://www.sec.gov/Archives/edgar/data/57139/0000950124-00-005741.txt
57139	10-K	LABARGE	2002-09-13	https://www.sec.gov/Archives/edgar/data/57139/0000057139-02-000021.txt
57139	10-K	LABARGE	2008-08-28	https://www.sec.gov/Archives/edgar/data/57139/0000057139-08-000024.txt
57139	10-K405	LABARGE	1998-09-04	https://www.sec.gov/Archives/edgar/data/57139/0000950124-98-004836.txt
57139	10-K	LABARGE	2009-08-28	https://www.sec.gov/Archives/edgar/data/57139/0000057139-09-000029.txt
57139	10-K	LABARGE	2003-09-05	https://www.sec.gov/Archives/edgar/data/57139/0000057139-03-000052.txt
57139	10-K	LABARGE	2004-09-03	https://www.sec.gov/Archives/edgar/data/57139/0000057139-04-000050.txt
57139	10-K405	LABARGE	2001-08-31	https://www.sec.gov/Archives/edgar/data/57139/0000950124-01-503094.txt
57139	10-K405	LABARGE	1999-09-27	https://www.sec.gov/Archives/edgar/data/57139/0000950124-99-005277.txt
57139	10-K405	LABARGE	1996-09-19	https://www.sec.gov/Archives/edgar/data/57139/0000950124-96-004078.txt
57139	10-K405	LABARGE	1995-08-23	https://www.sec.gov/Archives/edgar/data/57139/0000950124-95-002668.txt
57139	10-K405	LABARGE	1997-09-05	https://www.sec.gov/Archives/edgar/data/57139/0000950124-97-004629.txt
57139	10-K	LABARGE	2010-09-03	https://www.sec.gov/Archives/edgar/data/57139/0000057139-10-000031.txt
57139	10-K	LABARGE	2006-09-07	https://www.sec.gov/Archives/edgar/data/57139/0000057139-06-000043.txt
57139	10-K	LABARGE	2005-09-08	https://www.sec.gov/Archives/edgar/data/57139/0000057139-05-000051.txt
57139	10-K	LABARGE	2007-08-31	https://www.sec.gov/Archives/edgar/data/57139/0000057139-07-000035.txt
57201	10-K	COYOTE NETWORK SYSTEMS	2000-06-29	https://www.sec.gov/Archives/edgar/data/57201/0000950148-00-001362.txt
57201	10-K	DIANA	1995-06-30	https://www.sec.gov/Archives/edgar/data/57201/0000057201-95-000003.txt
57201	10-K	DIANA	1997-09-23	https://www.sec.gov/Archives/edgar/data/57201/0000057201-97-000015.txt
57201	10-K	COYOTE NETWORK SYSTEMS	1999-07-14	https://www.sec.gov/Archives/edgar/data/57201/0000057201-99-000014.txt
57201	10-K	DIANA	1996-06-28	https://www.sec.gov/Archives/edgar/data/57201/0000057201-96-000017.txt
57201	10-K	COYOTE NETWORK SYSTEMS	1998-07-14	https://www.sec.gov/Archives/edgar/data/57201/0000057201-98-000018.txt
57497	10-K	LAMSON & SESSIONS	1995-02-27	https://www.sec.gov/Archives/edgar/data/57497/0000950152-95-000242.txt
57497	10-K	LAMSON & SESSIONS	2004-02-20	https://www.sec.gov/Archives/edgar/data/57497/0000950152-04-001307.txt
57497	10-K	LAMSON & SESSIONS	2001-02-26	https://www.sec.gov/Archives/edgar/data/57497/0000950152-01-001269.txt
57497	10-K	LAMSON & SESSIONS	2003-02-27	https://www.sec.gov/Archives/edgar/data/57497/0000950152-03-002334.txt
57497	10-K	LAMSON & SESSIONS	2000-03-06	https://www.sec.gov/Archives/edgar/data/57497/0000950152-00-001476.txt
57497	10-K	LAMSON & SESSIONS	2007-03-14	https://www.sec.gov/Archives/edgar/data/57497/0000950152-07-002107.txt
57497	10-K	LAMSON & SESSIONS	1999-03-15	https://www.sec.gov/Archives/edgar/data/57497/0000950152-99-001927.txt
57497	10-K	LAMSON & SESSIONS	2002-03-07	https://www.sec.gov/Archives/edgar/data/57497/0000950152-02-001531.txt
57497	10-K	LAMSON & SESSIONS	1998-02-26	https://www.sec.gov/Archives/edgar/data/57497/0000950152-98-001509.txt
57497	10-K	LAMSON & SESSIONS	2006-02-24	https://www.sec.gov/Archives/edgar/data/57497/0000950152-06-001442.txt
57497	10-K	LAMSON & SESSIONS	1996-03-12	https://www.sec.gov/Archives/edgar/data/57497/0000950152-96-000946.txt
57497	10-K	LAMSON & SESSIONS	1997-03-07	https://www.sec.gov/Archives/edgar/data/57497/0000950152-97-001727.txt
57497	10-K	LAMSON & SESSIONS	2005-03-07	https://www.sec.gov/Archives/edgar/data/57497/0000950152-05-001776.txt
61004	10-K	LGL GROUP	2011-03-24	https://www.sec.gov/Archives/edgar/data/61004/0000061004-11-000015.txt
61004	10-K	LGL GROUP	2010-03-31	https://www.sec.gov/Archives/edgar/data/61004/0000061004-10-000010.txt
61004	10-K	LYNCH	2003-03-27	https://www.sec.gov/Archives/edgar/data/61004/0000950135-03-002022.txt
61004	10-K	LYNCH	2005-04-01	https://www.sec.gov/Archives/edgar/data/61004/0000921895-05-000426.txt
61004	10-K	LGL GROUP	2014-03-31	https://www.sec.gov/Archives/edgar/data/61004/0000061004-14-000017.txt
61004	10-K	LGL GROUP	2013-04-01	https://www.sec.gov/Archives/edgar/data/61004/0000061004-13-000014.txt
61004	10-K	LYNCH	2000-03-30	https://www.sec.gov/Archives/edgar/data/61004/0000061004-00-000010.txt
61004	10-K	LYNCH	1997-03-31	https://www.sec.gov/Archives/edgar/data/61004/0000061004-97-000015.txt
61004	10-K	LYNCH	2006-03-29	https://www.sec.gov/Archives/edgar/data/61004/0000921895-06-000811.txt
61004	10-K	LGL GROUP	2007-04-02	https://www.sec.gov/Archives/edgar/data/61004/0000921895-07-000687.txt
61004	10-K	LYNCH	1999-03-30	https://www.sec.gov/Archives/edgar/data/61004/0000061004-99-000004.txt
61004	10-K	LYNCH	1996-04-01	https://www.sec.gov/Archives/edgar/data/61004/0000950123-96-001532.txt
61004	10-K	LGL GROUP	2016-03-29	https://www.sec.gov/Archives/edgar/data/61004/0000061004-16-000057.txt
61004	10-K	LGL GROUP	2009-03-31	https://www.sec.gov/Archives/edgar/data/61004/0000061004-09-000017.txt
61004	10-K	LGL GROUP	2012-03-30	https://www.sec.gov/Archives/edgar/data/61004/0000061004-12-000012.txt
61004	10-K405	LYNCH	1998-03-31	https://www.sec.gov/Archives/edgar/data/61004/0000950133-98-001177.txt
61004	10-K	LYNCH	2002-04-01	https://www.sec.gov/Archives/edgar/data/61004/0000950135-02-001828.txt
61004	10-K	LGL GROUP	2008-05-13	https://www.sec.gov/Archives/edgar/data/61004/0000921895-08-001412.txt
61004	10-K	LGL GROUP	2015-03-31	https://www.sec.gov/Archives/edgar/data/61004/0000061004-15-000011.txt
61004	10-K	LYNCH	2001-04-02	https://www.sec.gov/Archives/edgar/data/61004/0000061004-01-000001.txt
61004	10-K	LYNCH	2004-04-13	https://www.sec.gov/Archives/edgar/data/61004/0000950135-04-001837.txt
61478	10-K	ADC TELECOMMUNICATIONS	1996-01-05	https://www.sec.gov/Archives/edgar/data/61478/0000061478-96-000002.txt
61478	10-K	ADC TELECOMMUNICATIONS	1999-12-30	https://www.sec.gov/Archives/edgar/data/61478/0000912057-99-011120.txt
61478	10-K	ADC TELECOMMUNICATIONS	2003-01-10	https://www.sec.gov/Archives/edgar/data/61478/0001047469-03-001075.txt
61478	10-K	ADC TELECOMMUNICATIONS	1998-01-16	https://www.sec.gov/Archives/edgar/data/61478/0001047469-98-001384.txt
61478	10-K	ADC TELECOMMUNICATIONS	2002-01-16	https://www.sec.gov/Archives/edgar/data/61478/0000912057-02-001614.txt
61478	10-K	ADC TELECOMMUNICATIONS	2007-01-09	https://www.sec.gov/Archives/edgar/data/61478/0000950137-07-000193.txt
61478	10-K	ADC TELECOMMUNICATIONS	1997-01-10	https://www.sec.gov/Archives/edgar/data/61478/0000912057-97-000580.txt
61478	10-K	ADC TELECOMMUNICATIONS	2007-12-18	https://www.sec.gov/Archives/edgar/data/61478/0000950137-07-018659.txt
61478	10-K	ADC TELECOMMUNICATIONS	2010-11-23	https://www.sec.gov/Archives/edgar/data/61478/0000950123-10-108231.txt
61478	10-K	ADC TELECOMMUNICATIONS	2004-01-15	https://www.sec.gov/Archives/edgar/data/61478/0001206774-04-000013.txt
61478	10-KT	ADC TELECOMMUNICATIONS	2009-11-23	https://www.sec.gov/Archives/edgar/data/61478/0000950123-09-064850.txt
61478	10-K405	ADC TELECOMMUNICATIONS	2001-01-10	https://www.sec.gov/Archives/edgar/data/61478/0000912057-01-000926.txt
61478	10-K	ADC TELECOMMUNICATIONS	1994-01-12	https://www.sec.gov/Archives/edgar/data/61478/0000912057-94-000081.txt
61478	10-K	ADC TELECOMMUNICATIONS	2008-12-22	https://www.sec.gov/Archives/edgar/data/61478/0000950152-08-010514.txt
61478	10-K	ADC TELECOMMUNICATIONS	2006-01-17	https://www.sec.gov/Archives/edgar/data/61478/0000950134-06-000594.txt
61478	10-K	ADC TELECOMMUNICATIONS	1998-12-31	https://www.sec.gov/Archives/edgar/data/61478/0001047469-98-045697.txt
61478	10-K	ADC TELECOMMUNICATIONS	2005-01-14	https://www.sec.gov/Archives/edgar/data/61478/0001206774-05-000032.txt
61478	10-K	ADC TELECOMMUNICATIONS	1994-12-22	https://www.sec.gov/Archives/edgar/data/61478/0000912057-94-004277.txt
63541	10-K	MAYTAG	2003-03-14	https://www.sec.gov/Archives/edgar/data/63541/0000950131-03-001372.txt
63541	10-K	MAYTAG	2004-02-20	https://www.sec.gov/Archives/edgar/data/63541/0001193125-04-027286.txt
63541	10-K	MAYTAG	1999-03-17	https://www.sec.gov/Archives/edgar/data/63541/0000063541-99-000012.txt
63541	10-K	MAYTAG	2000-03-22	https://www.sec.gov/Archives/edgar/data/63541/0000063541-00-000006.txt
63541	10-K405	MAYTAG	2002-03-18	https://www.sec.gov/Archives/edgar/data/63541/0000950131-02-000939.txt
63541	10-K	MAYTAG	1996-03-22	https://www.sec.gov/Archives/edgar/data/63541/0000063541-96-000006.txt
63541	10-K	MAYTAG	1995-03-03	https://www.sec.gov/Archives/edgar/data/63541/0000063541-95-000004.txt
