filename	fyear
0000832428-15-000043.txt	2014
0000832428-15-000043.txt.1	2014
0000832428-16-000080.txt	2015
0000832428-16-000080.txt.1	2015
0000832428-94-000002.txt	1993
0000832428-95-000001.txt	1994
0000832428-95-000001.txt.1	1994
0000832428-96-000009.txt	1995
0000832428-96-000009.txt.1	1995
0000832428-97-000002.txt	1996
0000832428-97-000002.txt.1	1996
0000832428-98-000003.txt	1997
0000832428-98-000003.txt.1	1997
0000832428-99-000004.txt	1998
0000832428-99-000004.txt.1	1998
0000832815-00-000004.txt	1999
0000832815-97-000003.txt	1996
0000832815-98-000001.txt	1997
0000832815-99-000002.txt	1998
0000832995-00-000004.txt.1	1999
0000832995-98-000002.txt	1997
0000832995-98-000002.txt.1	1997
0000832995-99-000007.txt	1998
0000832995-99-000007.txt.1	1998
0000833076-06-000006.txt	2005
0000833076-07-000009.txt	2006
0000833079-13-000051.txt	2012
0000833079-14-000047.txt	2013
0000833079-15-000036.txt	2014
0000833079-16-000119.txt	2015
0000833444-13-000045.txt	2013
0000833444-14-000124.txt	2014
0000833444-15-000091.txt	2015
0000833640-12-000026.txt	2011
0000833640-13-000061.txt	2012
0000833640-14-000073.txt	2013
0000833640-15-000060.txt	2014
0000833640-16-000276.txt	2015
0000835015-94-000030.txt	1994
0000835015-95-000020.txt	1995
0000835015-96-000046.txt	1996
0000835015-97-000031.txt	1997
0000835015-98-000035.txt	1998
0000835342-00-000003.txt	2000
0000835342-96-000004.txt	1996
0000835342-97-000003.txt	1997
0000835342-98-000003.txt	1998
0000835541-01-500022.txt	2001
0000835541-95-000019.txt	1995
0000835541-96-000004.txt	1996
0000835541-97-000008.txt	1997
0000835541-98-000008.txt	1998
0000835541-99-000015.txt	1999
0000835582-00-000008.txt	2000
0000835582-98-000002.txt	1998
0000835582-99-000001.txt	1999
0000835715-94-000008.txt	1993
0000835715-95-000002.txt	1994
0000835715-96-000013.txt	1995
0000835715-97-000003.txt	1996
0000835715-98-000001.txt	1997
0000835887-07-000006.txt	2006
0000835887-08-000013.txt	2007
0000835887-09-000005.txt	2009
0000835887-10-000008.txt	2009
0000835887-11-000014.txt	2010
0000835887-12-000012.txt	2011
0000835887-13-000017.txt	2012
0000835887-14-000027.txt	2013
0000835887-15-000020.txt	2014
0000835887-16-000131.txt	2015
0000835910-00-000003.txt	1999
0000835910-01-000012.txt	2000
0000835910-02-000008.txt	2001
0000835910-03-000008.txt	2002
0000835910-97-000009.txt	1996
0000835910-98-000007.txt	1997
0000835910-99-000014.txt	1998
0000837339-95-000018.txt	1995
0000837339-96-000010.txt	1996
0000837339-97-000008.txt	1997
0000837465-14-000002.txt	2013
0000837465-15-000003.txt	2014
0000837465-16-000014.txt	2015
0000837759-00-000005.txt	1999
0000837759-01-000005.txt	2000
0000837759-97-000006.txt	1996
0000837759-98-000005.txt	1997
0000837759-99-000007.txt	1998
0000839431-98-000022.txt	1997
0000840489-00-000009.txt	1999
0000840489-13-000005.txt	2012
0000840489-14-000010.txt	2013
0000840489-15-000012.txt	2014
0000840489-16-000076.txt	2015
0000840489-96-000006.txt	1996
0000840489-97-000021.txt	1997
0000840489-98-000018.txt	1998
0000840826-95-000021.txt	1995
0000840826-96-000025.txt	1996
0000841939-00-000004.txt	2000
0000841939-00-000004.txt.1	2000
0000841939-96-000002.txt	1995
0000841939-97-000004.txt	1996
0000841939-97-000004.txt.1	1996
0000841939-98-000003.txt	1998
0000841939-98-000003.txt.1	1998
0000841939-99-000004.txt	1999
0000842023-00-000004.txt	2000
0000842023-01-500014.txt	2001
0000842023-02-000011.txt	2002
0000842023-03-000028.txt	2003
0000842023-04-000025.txt	2004
0000842023-05-000038.txt	2005
0000842023-06-000038.txt	2006
0000842023-07-000029.txt	2007
0000842023-08-000024.txt	2008
0000842023-10-000031.txt	2010
0000842023-95-000006.txt	1995
0000842023-96-000003.txt	1996
0000842023-97-000008.txt	1997
0000842023-98-000004.txt	1998
0000842023-99-000004.txt	1999
0000842162-15-000004.txt	2014
0000842162-15-000004.txt.1	2014
0000842162-16-000019.txt	2015
0000842162-16-000019.txt.1	2015
0000842295-07-000033.txt	2006
0000842295-08-000017.txt	2007
0000842295-11-000014.txt	2010
0000842295-12-000012.txt	2011
0000830158-02-000003.txt	2001
0000830260-96-000005.txt	1995
0000831259-07-000029.txt.1	2006
0000831259-15-000016.txt.1	2014
0000832320-95-000012.txt	1995
0000832428-94-000002.txt.1	1993
0000832995-00-000004.txt	1999
0000833444-16-000216.txt	2016
0000835342-99-000005.txt	1999
0000835887-06-000025.txt	2005
0000835910-96-000014.txt	1995
0000837913-00-000012.txt	1999
0000841939-96-000002.txt.1	1995
0000842295-14-000013.txt	2013
0000842633-12-000012.txt	2011
0000842633-12-000012.txt.1	2011
0000842633-13-000015.txt	2012
0000842633-13-000015.txt.1	2012
0000842633-14-000015.txt	2013
0000842633-14-000015.txt.1	2013
0000842633-15-000016.txt	2014
0000842633-15-000016.txt.1	2014
0000842633-16-000176.txt	2015
0000842633-16-000176.txt.1	2015
0000842718-01-000006.txt	2000
0000842807-98-000006.txt	1998
0000844059-98-000009.txt	1998
0000844965-03-000003.txt	2002
0000844965-04-000014.txt	2003
0000844965-06-000010.txt	2005
0000844965-07-000012.txt	2006
0000844965-08-000016.txt	2007
0000844965-09-000010.txt	2008
0000844965-10-000010.txt	2009
0000844965-11-000022.txt	2010
0000844965-12-000020.txt	2011
0000844965-12-000032.txt	2011
0000844965-13-000017.txt	2012
0000844965-14-000022.txt	2013
0000844965-15-000014.txt	2014
0000844965-16-000116.txt	2015
0000845779-03-000021.txt	2002
0000846729-00-000020.txt	1999
0000846729-99-000003.txt	1998
0000846876-08-000024.txt	2007
0000846876-09-000013.txt	2009
0000846876-10-000005.txt	2010
0000846876-11-000005.txt	2011
0000846902-96-000005.txt	1995
0000846909-96-000018.txt	1996
0000846909-97-000004.txt	1997
0000846909-98-000005.txt	1998
0000846909-99-000007.txt	1999
0000846913-14-000014.txt	2013
0000846913-15-000026.txt	2014
0000846919-98-000003.txt	1997
0000847468-00-000007.txt	1999
0000847468-99-000007.txt	1998
0000847935-07-000002.txt.1	2006
0000847935-08-000004.txt	2007
0000847935-08-000004.txt.1	2007
0000848865-00-000010.txt	1999
0000848865-01-000011.txt	2000
0000848865-98-000004.txt	1997
0000848865-99-000006.txt	1998
0000849043-00-000002.txt	1999
0000849043-01-000042.txt	2000
0000849043-02-000018.txt	2001
0000849043-03-000015.txt	2002
0000849043-04-000018.txt	2003
0000849043-05-000008.txt	2004
0000849043-06-000008.txt	2005
0000849043-08-000030.txt	2008
0000849043-98-000008.txt	1997
0000849043-99-000007.txt	1998
0000849101-00-000002.txt	2000
0000849101-97-000003.txt	1996
0000849101-98-000006.txt	1997
0000849101-99-000002.txt	1999
0000849146-13-000013.txt	2013
0000849146-14-000062.txt	2014
0000849210-94-000025.txt	1994
0000849210-95-000033.txt	1995
0000849210-96-000014.txt	1996
0000849210-97-000023.txt	1997
0000849213-04-000089.txt	2003
0000849213-13-000007.txt	2012
0000849213-14-000010.txt	2013
0000849213-15-000050.txt	2014
0000849213-16-000183.txt	2015
0000849213-98-000003.txt	1997
0000849213-99-000009.txt	1998
0000849240-06-000004.txt	2005
0000849240-07-000037.txt	2006
0000849240-08-000008.txt	2007
0000849240-09-000002.txt	2008
0000849399-15-000007.txt	2015
0000849502-00-000010.txt	1999
0000849502-01-500004.txt	2000
0000849502-02-000005.txt	2001
0000849502-04-000004.txt	2003
0000849502-05-000005.txt	2004
0000849502-06-000010.txt	2005
0000849502-07-000008.txt	2006
0000849502-08-000005.txt	2007
0000849502-97-000010.txt	1996
0000849502-98-000012.txt	1997
0000849547-12-000018.txt	2012
0000849547-13-000038.txt	2013
0000849547-14-000013.txt	2014
0000849547-15-000012.txt	2015
0000849979-95-000003.txt	1994
0000849979-96-000001.txt	1995
0000850209-99-000005.txt	1999
0000850309-95-000001.txt	1994
0000850309-96-000005.txt	1995
0000850414-00-000004.txt	1999
0000850414-01-500016.txt	2000
0000850414-02-000005.txt	2001
0000850414-03-000003.txt	2002
0000850414-04-000004.txt	2003
0000850414-95-000006.txt	1994
0000850414-96-000002.txt	1995
0000850414-99-000008.txt	1998
0000850429-00-000005.txt	1999
0000850429-01-000004.txt	2000
0000850429-02-000005.txt	2001
0000850429-03-000008.txt	2002
0000850429-06-000026.txt	2005
0000850429-14-000024.txt	2013
0000850429-15-000015.txt	2014
0000850429-16-000109.txt	2015
0000850429-97-000001.txt	1996
0000850429-98-000008.txt	1997
0000850429-99-000002.txt	1998
0000850460-16-000028.txt	2015
0000850476-00-000002.txt	1999
0000850476-01-000001.txt	2000
0000850476-97-000005.txt	1996
0000850476-98-000010.txt	1997
0000850476-99-000002.txt	1998
0000850483-97-000002.txt	1996
0000850483-99-000004.txt	1998
0000850579-04-000006.txt	2003
0000850579-05-000002.txt	2004
0000850579-10-000024.txt	2009
0000850579-11-000026.txt	2010
0000850579-12-000010.txt	2011
0000850579-13-000006.txt	2012
0000850579-14-000006.txt	2013
0000850693-12-000003.txt	2011
0000850693-13-000002.txt	2012
0000850693-14-000002.txt	2013
0000850693-15-000002.txt	2014
0000851205-15-000003.txt	2014
0000851205-16-000027.txt	2015
0000851292-94-000023.txt.1	1994
0000851292-95-000019.txt	1995
0000851292-95-000019.txt.1	1995
0000851292-99-000012.txt	1999
0000851292-99-000012.txt.1	1999
0000851310-14-000008.txt	2013
0000851310-15-000010.txt	2014
0000851310-16-000079.txt	2015
0000851397-98-000024.txt	1998
0000851397-99-000009.txt	1999
0000851729-97-000005.txt	1996
0000851729-98-000005.txt	1997
0000851729-99-000010.txt	1998
0000851945-94-000002.txt	1993
0000851968-04-000022.txt	2004
0000851968-05-000031.txt	2005
0000851968-06-000032.txt	2006
0000851968-13-000027.txt	2012
0000851968-14-000021.txt	2013
0000851968-15-000022.txt	2014
0000851968-16-000120.txt	2015
0000852772-14-000020.txt	2013
0000852772-14-000020.txt.1	2013
0000852772-14-000020.txt.2	2013
0000852772-15-000019.txt	2014
0000852772-15-000019.txt.1	2014
0000852772-15-000019.txt.2	2014
0000852807-00-000004.txt	1999
0000852807-02-000005.txt	2002
0000852807-03-000006.txt	2003
0000852807-04-000009.txt	2004
0000852807-05-000014.txt	2004
0000852807-06-000010.txt	2005
0000852807-94-000004.txt	1993
0000852807-95-000013.txt	1994
0000852807-96-000009.txt	1995
0000852807-97-000002.txt	1997
0000852807-98-000004.txt	1998
0000852807-99-000004.txt	1999
0000853102-96-000021.txt	1996
0000853102-97-000011.txt	1997
0000853102-99-000083.txt	1999
0000853665-00-000061.txt	1999
0000853665-01-000060.txt	2000
0000853665-02-000105.txt	2001
0000853665-03-000154.txt	2002
0000853665-04-000067.txt	2003
0000853665-06-000049.txt	2005
0000853665-07-000041.txt	2006
0000853665-96-000006.txt	1995
0000853665-97-000009.txt	1996
0000853665-98-000038.txt	1997
0000853665-99-000073.txt	1998
0000853816-00-000011.txt	1999
0000853816-01-000003.txt	2000
0000853816-02-000004.txt	2001
0000842295-13-000010.txt	2012
0000844965-05-000012.txt	2004
0000846876-07-000026.txt	2006
0000847935-07-000002.txt	2006
0000849043-07-000025.txt	2006
0000849213-12-000007.txt	2011
0000849502-03-000004.txt	2002
0000850309-94-000003.txt	1994
0000850429-04-000020.txt	2003
0000850483-98-000006.txt	1997
0000851292-94-000023.txt	1994
0000851968-03-000015.txt	2003
0000852807-01-500008.txt	2000
0000006207-05-000017.txt	2005
0000009342-99-000002.txt	1999
0000014272-99-000002.txt	1998
0000018808-99-000026.txt	1998
0000022551-08-000017.txt	2007
0000027116-98-000002.txt	1998
